Company,Product,TypeName,Inches,ScreenResolution,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price,ClockSpeed,DisplayType
Dell,Vostro 5568,Notebook,15.6,1920x1080,Intel Core i3 6006U,8GB,256GB SSD,AMD Radeon R5 M420X,Windows 10,2kg,64300.0,2GHz,Full HD
HP,ZBook 17,Workstation,15.6,1920x1080,Intel Core i7 7700HQ,8GB,256GB SSD,Nvidia Quadro M2200,Windows 10,3.14kg,179600.0,2.8GHz,Full HD
Asus,Pro P2540UA-XS51,Notebook,15.6,1920x1080,Intel Core i5 7200U,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,2.37kg,95600.0,2.5GHz,Full HD
Dell,XPS 13,Ultrabook,13.3,1920x1080,Intel Core i5 7200U,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.29kg,130400.0,2.5GHz,Full HD
Dell,XPS 15,Notebook,15.6,3840x2160,Intel Core i5 7300HQ,8GB,256GB SSD,Nvidia GeForce GTX 1050,Windows 10,2.06kg,152200.0,2.5GHz,4K Ultra HD / Touchscreen
Dell,Latitude 3180,Netbook,11.6,1366x768,Intel Pentium Quad Core N4200,4GB,128GB SSD,Intel HD Graphics 505,Windows 10,1.63kg,64700.0,1.1GHz,
HP,EliteBook 820,Netbook,12.5,1366x768,Intel Core i5 7300U,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.26kg,120800.0,2.6GHz,
Toshiba,Satellite Pro,Notebook,15.6,1366x768,Intel Core i5 6200U,4GB,500GB HDD,Intel HD Graphics 520,Windows 10,2.1kg,67900.0,2.3GHz,
HP,15-ba043na (A12-9700P/8GB/2TB/W10),Notebook,15.6,1366x768,AMD A12 Series 9700P,8GB,2TB HDD,AMD Radeon R7 Graphics,Windows 10,2.04kg,54700.0,2.5GHz,
Dell,Inspiron 7567,Gaming,15.6,3840x2160,Intel Core i7 7700HQ,16GB,512GB SSD,Nvidia GeForce GTX 1050 Ti,Windows 10,2.62kg,146100.0,2.8GHz,4K Ultra HD
Lenovo,IdeaPad 310-15IKB,Notebook,15.6,1920x1080,Intel Core i5 7200U,4GB,1TB HDD,Nvidia GeForce 920M,Windows 10,2.4kg,521000.0,2.5GHz,Full HD
HP,Omen 17-an012dx,Gaming,17.3,1920x1080,Intel Core i7 7700HQ,12GB,1TB HDD,AMD Radeon RX 580,Windows 10,3.74kg,152200.0,2.8GHz,IPS Panel Full HD
MSI,GE72MVR 7RG,Gaming,17.3,1920x1080,Intel Core i7 7700HQ,16GB,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows 10,2.9kg,210100.0,2.8GHz,Full HD
Samsung,Notebook 9,Ultrabook,13.3,1920x1080,Intel Core i5 7200U,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,0.81kg,130400.0,2.5GHz,Full HD
Dell,Vostro 5568,Notebook,15.6,1920x1080,Intel Core i7 7500U,8GB,1TB HDD,Nvidia GeForce GT 940MX,Windows 10,1.98kg,83600.0,2.7GHz,Full HD
Dell,Vostro 3568,Notebook,15.6,1920x1080,Intel Core i5 7200U,8GB,256GB SSD,AMD Radeon R5 M420,Windows 10,2.18kg,68600.0,2.5GHz,Full HD
Lenovo,Thinkpad T470s,Ultrabook,14.0,1920x1080,Intel Core i7 7500U,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.32kg,161700.0,2.7GHz,Full HD
Razer,Blade Stealth,Ultrabook,12.5,3840x2160,Intel Core i7 7500U,16GB,512GB SSD,Intel HD Graphics 620,Windows 10,1.29kg,156500.0,2.5GHz,IPS Panel 4K Ultra HD / Touchscreen
HP,Chromebook 11,Netbook,11.6,1366x768,Intel Celeron Dual Core N3060,4GB,16GB Flash Storage,Intel HD Graphics 400,Chrome OS,1.23kg,33500.0,1.6GHz,
Dell,Alienware 17,Gaming,17.3,1920x1080,Intel Core i7 7700HQ,16GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,4.36kg,217900.0,2.8GHz,IPS Panel Full HD
Dell,Latitude 3480,Notebook,14.0,1366x768,Intel Core i5 6200U,4GB,500GB HDD,Intel HD Graphics 520,Windows 10,1.76kg,65700.0,2.3GHz,
Lenovo,V110-15ISK (i3-6006U/4GB/500GB/W10),Notebook,15.6,1366x768,Intel Core i3 6006U,4GB,500GB HDD,Intel HD Graphics 520,Windows 10,2.1kg,42500.0,2GHz,
Toshiba,Tecra X40-D-10Z,Ultrabook,14.0,1366x768,Intel Core i5 7200U,4GB,128GB SSD,Intel HD Graphics 620,Windows 10,1.25kg,94800.0,2.5GHz,
Lenovo,Thinkpad X1,Ultrabook,14.0,1920x1080,Intel Core i7 7500U,8GB,512GB SSD,Intel HD Graphics 620,Windows 10,1.13kg,217400.0,2.7GHz,IPS Panel Full HD
MSI,GL62M 7RD,Gaming,15.6,1920x1080,Intel Core i5 7300HQ,8GB,256GB SSD,Nvidia GeForce GTX 1050,Windows 10,2.4kg,104300.0,2.5GHz,Full HD
Lenovo,ThinkPad X1,Ultrabook,14.0,1920x1080,Intel Core i5 7200U,8GB,256GB Flash Storage,Intel HD Graphics 620,Windows 10,1.13kg,163100.0,2.5GHz,IPS Panel Full HD
Toshiba,Satellite Pro,Notebook,14.0,1366x768,Intel Pentium Dual Core 4405U,4GB,128GB SSD,Intel HD Graphics 510,Windows 10,1.75kg,43400.0,2.1GHz,
Asus,ZenBook Flip,2 in 1 Convertible,13.3,1920x1080,Intel Core i5 7200U,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.1kg,118100.0,2.5GHz,Touchscreen / Full HD
Dell,Latitude 3480,Notebook,14.0,1366x768,Intel Core i3 6006U,4GB,500GB HDD,Intel HD Graphics 520,Windows 10,1.76kg,50900.0,2GHz,
Acer,Chromebook 11,Netbook,11.6,1366x768,Intel Celeron Dual Core N3060,4GB,32GB Flash Storage,Intel HD Graphics 400,Chrome OS,1.35kg,30900.0,1.6GHz,IPS Panel
Acer,Swift 3,Notebook,14.0,1920x1080,Intel Core i3 7100U,8GB,128GB SSD,Intel HD Graphics 620,Windows 10,1.5kg,53900.0,2.4GHz,IPS Panel Full HD
Razer,Blade Pro,Gaming,17.3,3840x2160,Intel Core i7 7820HK,32GB,512GB SSD,Nvidia GeForce GTX 1080,Windows 10,3.49kg,478400.0,2.9GHz,4K Ultra HD / Touchscreen
Lenovo,Thinkpad X1,Ultrabook,14.0,2560x1440,Intel Core i7 6600U,16GB,512GB SSD,Intel HD Graphics 520,Windows 10,1.1kg,182600.0,2.6GHz,IPS Panel Quad HD+
Asus,VivoBook Max,Notebook,15.6,1920x1080,Intel Core i5 7200U,4GB,1TB HDD,Nvidia GeForce 920,Linux,2.1kg,45200.0,2.5GHz,Full HD
Lenovo,Thinkpad T460,Notebook,14.0,1920x1080,Intel Core i5 6200U,8GB,256GB SSD,Intel HD Graphics 520,Windows 10,1.7kg,103200.0,2.3GHz,Full HD
Lenovo,ThinkPad T470s,Notebook,14.0,1920x1080,Intel Core i5 7300U,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.32kg,143600.0,2.6GHz,IPS Panel Full HD
Dell,Alienware 15,Gaming,15.6,1920x1080,Intel Core i7 7700HQ,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows 10,3.21kg,241300.0,2.8GHz,Full HD
Asus,Rog GL702VS-BA023T,Gaming,17.3,1920x1080,Intel Core i7 7700HQ,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows 10,2.9kg,210500.0,2.8GHz,Full HD
Toshiba,Satellite Pro,Notebook,15.6,1366x768,Intel Core i3 7100U,4GB,500GB HDD,Intel HD Graphics 620,Windows 10,2.0kg,58200.0,2.4GHz,
Lenovo,N42-20 Chromebook,Notebook,14.0,1366x768,Intel Celeron Quad Core N3160,4GB,16GB Flash Storage,Intel HD Graphics 400,Chrome OS,1.5kg,28300.0,1.6GHz,
Asus,R558UA-DM966T (i5-7200U/8GB/128GB/FHD/W10),Notebook,15.6,1920x1080,Intel Core i5 7200U,8GB,128GB HDD,Intel HD Graphics 620,Windows 10,2.3kg,51300.0,2.5GHz,Full HD
Asus,Rog GL702VM-GC017T,Gaming,17.3,1920x1080,Intel Core i7 6700HQ,16GB,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,2.73kg,156500.0,2.6GHz,Full HD
Dell,Alienware 17,Gaming,17.3,1920x1080,Intel Core i7 7700HQ,32GB,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows 10,4.42kg,267300.0,2.8GHz,IPS Panel Full HD
HP,ProBook 470,Notebook,17.3,1600x900,Intel Core i5 7200U,8GB,1TB HDD,Nvidia GeForce 930MX,Windows 10,2.63kg,79200.0,2.5GHz,
Dell,Vostro 3568,Notebook,15.6,1366x768,Intel Core i5 7200U,8GB,128GB SSD,Intel HD Graphics 620,Windows 10,2.18kg,62000.0,2.5GHz,
HP,EliteBook 840,Ultrabook,14.0,1920x1080,Intel Core i7 6500U,8GB,512GB SSD,Intel HD Graphics 520,Windows 7,1.54kg,162700.0,2.5GHz,Full HD
Dell,Vostro 3568,Notebook,15.6,1920x1080,Intel Core i7 7500U,4GB,256GB SSD,AMD Radeon R5 M420,Windows 10,2.18kg,64300.0,2.7GHz,Full HD
HP,Chromebook X360,2 in 1 Convertible,11.6,1366x768,Intel Celeron Dual Core N3350,4GB,32GB Flash Storage,Intel HD Graphics 500,Chrome OS,1.4kg,53500.0,1.1GHz,Touchscreen
Asus,ZenBook UX310UQ-GL026T,Ultrabook,13.3,1920x1080,Intel Core i5 6200U,8GB,512GB SSD,Nvidia GeForce 940M,Windows 10,1.45kg,89300.0,2.3GHz,IPS Panel Full HD
HP,EliteBook x360,2 in 1 Convertible,13.3,1920x1080,Intel Core i5 7200U,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.28kg,198100.0,2.5GHz,Full HD / Touchscreen
HP,EliteBook 840,Ultrabook,14.0,1920x1080,Intel Core i7 6500U,8GB,512GB SSD,Intel HD Graphics 520,Windows 10,1.54kg,127700.0,2.5GHz,Full HD
HP,250 G6,Notebook,15.6,1366x768,Intel Celeron Dual Core N3060,4GB,128GB SSD,Intel HD Graphics 400,No OS,1.86kg,26000.0,1.6GHz,
Asus,Rog GL502VM-DS74,Gaming,15.6,1920x1080,Intel Core i7 7700HQ,16GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,2.1kg,165200.0,2.8GHz,Full HD
Dell,Inspiron 5767,Notebook,17.3,1920x1080,Intel Core i7 7500U,8GB,1TB HDD,AMD Radeon R7 M445,Linux,2.83kg,75300.0,2.7GHz,Full HD
Lenovo,ThinkPad T470p,Ultrabook,14.0,1920x1080,Intel Core i7 7700HQ,8GB,256GB SSD,Nvidia GeForce GT 940MX,Windows 10,1.96kg,165600.0,2.8GHz,IPS Panel Full HD
Asus,K556UR-DM621T (i7-7500U/8GB/256GB/GeForce,Notebook,15.6,1920x1080,Intel Core i7 7500U,8GB,256GB SSD,Nvidia GeForce GTX 930MX,Windows 10,2.3kg,68500.0,2.7GHz,IPS Panel Full HD
Dell,Latitude 5580,Notebook,15.6,1920x1080,Intel Core i5 7200U,8GB,128GB SSD,Intel HD Graphics 620,Windows 10,1.9kg,82200.0,2.5GHz,Full HD
Asus,X541NA (N4200/4GB/1TB/W10),Notebook,15.6,1366x768,Intel Pentium Quad Core N4200,4GB,1TB HDD,Intel HD Graphics 505,Windows 10,2kg,39100.0,1.1GHz,
HP,EliteBook x360,2 in 1 Convertible,13.3,1920x1080,Intel Core i7 7600U,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.28kg,222600.0,2.8GHz,Full HD / Touchscreen
Dell,Inspiron 5368,Notebook,13.3,1920x1080,Intel Core i5 6200U,8GB,1TB HDD,Intel HD Graphics 520,Windows 10,1.62kg,56500.0,2.3GHz,Full HD / Touchscreen
Lenovo,IdeaPad 110-15ISK,Notebook,15.6,1920x1080,Intel Core i3 6006U,4GB,1TB HDD,Intel HD Graphics 520,No OS,2.2kg,40800.0,2.0GHz,Full HD
Lenovo,ThinkPad E570,Notebook,15.6,1920x1080,Intel Core i5 7200U,8GB,1TB HDD,Intel HD Graphics 620,Windows 10,2.3kg,731000.0,2.5GHz,IPS Panel Full HD
HP,EliteBook 850,Notebook,15.6,1920x1080,Intel Core i5 7300U,8GB,256GB SSD,AMD Radeon R7 M465,Windows 10,1.84kg,117400.0,2.6GHz,Full HD
Toshiba,Portege X30-D-10X,Notebook,13.3,1920x1080,Intel Core i5 7200U,4GB,128GB SSD,Intel HD Graphics 620,Windows 10,1.05kg,111800.0,2.5GHz,Full HD
Lenovo,Legion Y520-15IKBN,Gaming,15.6,1920x1080,Intel Core i5 7300HQ,8GB,1TB HDD,Nvidia GeForce GTX 1050,No OS,2.5kg,88500.0,2.5GHz,IPS Panel Full HD
Dell,XPS 13,Ultrabook,13.3,3200x1800,Intel Core i7 7660U,16GB,512GB SSD,Intel Iris Plus Graphics 640,Windows 10,1.29kg,194900.0,2.5GHz,Quad HD+ / Touchscreen
HP,Probook 450,Notebook,15.6,1920x1080,Intel Core i5 6200U,4GB,500GB HDD,Intel HD Graphics 520,Windows 10,2.07kg,79200.0,2.3GHz,Full HD
Toshiba,Portégé Z30-C-188,Ultrabook,13.3,1366x768,Intel Core i5 6200U,8GB,256GB SSD,Intel HD Graphics 520,Windows 10,1.2kg,95300.0,2.3GHz,
Lenovo,ThinkPad Yoga,2 in 1 Convertible,13.3,1920x1080,Intel Core i7 7500U,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.37kg,169700.0,2.7GHz,IPS Panel Full HD / Touchscreen
Acer,TMX349-G2-M-50FS (i5-7200U/8GB/256GB/FHD/W10),Notebook,14.0,1920x1080,Intel Core i5 7200U,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.56kg,78500.0,2.5GHz,IPS Panel Full HD
Dell,Precision 3520,Workstation,15.6,1920x1080,Intel Core i7 7700HQ,8GB,1TB HDD,Nvidia Quadro M620,Windows 10,2.23kg,154700.0,2.8GHz,Full HD
Lenovo,ThinkPad L570,Notebook,15.6,1366x768,Intel Core i5 7200U,4GB,500GB HDD,Intel HD Graphics 620,Windows 10,2.38kg,91800.0,2.5GHz,
Lenovo,IdeaPad 110-15ISK,Notebook,15.6,1920x1080,Intel Core i3 6006U,4GB,1TB HDD,AMD Radeon R5 M430,No OS,2.2kg,41700.0,2GHz,Full HD
Toshiba,Tecra A50-D-11D,Notebook,15.6,1920x1080,Intel Core i7 7500U,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,2.0kg,120800.0,2.7GHz,IPS Panel Full HD
Lenovo,Thinkpad 13,Notebook,13.3,1920x1080,Intel Core i3 7100U,4GB,180GB SSD,Intel HD Graphics 620,Windows 10,1.44kg,63900.0,2.4GHz,IPS Panel Full HD
Samsung,Notebook 9,Ultrabook,15.0,1920x1080,Intel Core i7 7500U,16GB,256GB SSD,Nvidia GeForce 940MX,Windows 10,1.23kg,160900.0,2.7GHz,Full HD
Dell,Latitude 7280,Ultrabook,12.5,1920x1080,Intel Core i7 7600U,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.6kg,147000.0,2.8GHz,Full HD
Asus,X541NA-GO121 (N4200/4GB/1TB/Linux),Notebook,15.6,1366x768,Intel Pentium Quad Core N4200,4GB,1TB HDD,Intel HD Graphics 505,Linux,2kg,34600.0,1.1GHz,
Xiaomi,Mi Notebook,Ultrabook,13.3,1920x1080,Intel Core i5 6200U,8GB,256GB SSD,Nvidia GeForce 940MX,Windows 10,1.28kg,81300.0,2.3GHz,IPS Panel Full HD
Dell,Vostro 5568,Notebook,15.6,1920x1080,Intel Core i5 7200U,4GB,128GB SSD +  1TB HDD,Nvidia GeForce 940MX,Windows 10,2.18kg,79300.0,2.5GHz,Full HD
HP,ProBook 450,Notebook,15.6,1920x1080,Intel Core i5 7200U,4GB,256GB SSD,Intel HD Graphics 620,Windows 10,2.04kg,721000.0,2.5GHz,Full HD
HP,EliteBook x360,2 in 1 Convertible,13.3,1920x1080,Intel Core i5 7200U,4GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.28kg,147900.0,2.5GHz,Full HD / Touchscreen
HP,Pavilion x360,2 in 1 Convertible,15.6,1366x768,Intel Core i5 7200U,4GB,500GB HDD,Intel HD Graphics 620,Windows 10,2.3kg,59500.0,2.5GHz,Touchscreen
Asus,VivoBook L402NA,Notebook,14.1,1366x768,Intel Celeron Dual Core N3350,4GB,32GB Flash Storage,Intel HD Graphics 500,Windows 10,1.65kg,30300.0,1.1GHz,
Lenovo,IdeaPad 510-15ISK,Notebook,15.6,1920x1080,Intel Core i7 6500U,8GB,1TB HDD,Nvidia GeForce 940MX,Windows 10,2.2kg,58200.0,2.5GHz,IPS Panel Full HD
Dell,Inspiron 3552,Notebook,15.6,1366x768,Intel Pentium Quad Core N3710,4GB,500GB HDD,Intel HD Graphics,Windows 10,2.2kg,32100.0,1.6GHz,
HP,EliteBook x360,2 in 1 Convertible,13.3,1920x1080,Intel Core i5 7200U,4GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.28kg,156500.0,2.5GHz,Full HD / Touchscreen
Dell,Vostro 3568,Notebook,15.6,1366x768,Intel Core i3 6006U,4GB,1TB HDD,AMD Radeon R5 M420X,Linux,2.18kg,39600.0,2.0GHz,
Asus,Rog GL753VD-GC082T,Gaming,17.3,1920x1080,Intel Core i5 7300HQ,12GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows 10,2.2kg,119100.0,2.5GHz,Full HD
Acer,Chromebook C731-C78G,Netbook,11.6,1366x768,Intel Celeron Dual Core N3060,4GB,32GB Flash Storage,Intel HD Graphics 400,Chrome OS,1.25kg,25800.0,1.6GHz,IPS Panel
Lenovo,IdeaPad 110-17ACL,Notebook,17.3,1600x900,AMD A4 Series 7210,4GB,500GB HDD,AMD Radeon R3,Windows 10,2.8kg,321000.0,2.2GHz,
HP,Probook 640,Notebook,14.0,1920x1080,Intel Core i5 7200U,4GB,128GB SSD,Intel HD Graphics 620,Windows 10,1.95kg,110100.0,2.5GHz,Full HD
HP,Envy x360,2 in 1 Convertible,13.3,3200x1800,Intel Core i7 7500U,16GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.42kg,121700.0,2.7GHz,Quad HD+ / Touchscreen
Samsung,Notebook 9,Ultrabook,15.0,1920x1080,Intel Core i7 7500U,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.17kg,147800.0,2.7GHz,Full HD
Lenovo,ThinkPad T470s,Ultrabook,14.0,1920x1080,Intel Core i5 7200U,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.32kg,156500.0,2.5GHz,IPS Panel Full HD
MSI,GS73VR Stealth,Gaming,17.3,3840x2160,Intel Core i7 6700HQ,16GB,512GB SSD +  2TB HDD,Nvidia GeForce GTX 1060,Windows 10,2.43kg,230500.0,2.6GHz,IPS Panel 4K Ultra HD
Toshiba,Portege X30-D-10V,Notebook,13.3,1920x1080,Intel Core i5 7200U,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.05kg,128300.0,2.5GHz,Full HD
Dell,Inspiron 7567,Gaming,15.6,1920x1080,Intel Core i7 7700HQ,8GB,1TB HDD,Nvidia GeForce GTX 1050Ti,Linux,2.62kg,80800.0,2.8GHz,Full HD
HP,ProBook 450,Notebook,15.6,1920x1080,Intel Core i7 7500U,8GB,1TB HDD,Nvidia GeForce 930MX,Windows 10,2.04kg,78300.0,2.7GHz,Full HD
Dell,Vostro 3568,Notebook,15.6,1366x768,Intel Core i3 6006U,4GB,1TB HDD,AMD Radeon R5 M420X,Windows 10,2.18kg,53400.0,2.0GHz,
Dell,Latitude 5580,Notebook,15.6,1920x1080,Intel Core i5 7300U,8GB,500GB HDD,Intel HD Graphics 620,Windows 10,1.9kg,81300.0,2.6GHz,Full HD
Dell,XPS 13,2 in 1 Convertible,13.3,3200x1800,Intel Core i7 7Y75,8GB,512GB SSD,Intel HD Graphics 615,Windows 10,1.24kg,175100.0,1.3GHz,Quad HD+ / Touchscreen
Asus,G701VO-IH74K (i7-6820HK/32GB/2x,Gaming,17.3,1920x1080,Intel Core i7 6820HK,32GB,256GB SSD +  256GB SSD,Nvidia GeForce GTX 980M,Windows 10,3.58kg,111300.0,2.7GHz,IPS Panel Full HD
Dell,XPS 13,2 in 1 Convertible,13.3,1920x1080,Intel Core i7 7Y75,16GB,256GB SSD,Intel HD Graphics 615,Windows 10,1.22kg,143500.0,1.3GHz,Full HD / Touchscreen
Lenovo,ThinkPad X1,Ultrabook,14.0,1920x1080,Intel Core i7 7500U,8GB,256GB Flash Storage,Intel HD Graphics 620,Windows 10,1.13kg,178300.0,2.7GHz,IPS Panel Full HD
Lenovo,ThinkPad T570,Notebook,15.6,1920x1080,Intel Core i5 7200U,8GB,512GB SSD,Intel HD Graphics 620,Windows 10,1.95kg,170700.0,2.5GHz,IPS Panel Full HD
LG,Gram 15Z970,Ultrabook,15.6,1920x1080,Intel Core i7 7500U,16GB,512GB SSD,Intel HD Graphics 620,Windows 10,1.08kg,182600.0,2.7GHz,IPS Panel Full HD / Touchscreen
HP,Elitebook 820,Netbook,12.5,1920x1080,Intel Core i7 7500U,8GB,512GB SSD,Intel HD Graphics 620,Windows 10,1.26kg,129000.0,2.7GHz,Full HD
Acer,Chromebook CB5-571-C1DZ,Notebook,15.6,1920x1080,Intel Celeron Dual Core 3205U,4GB,16GB Flash Storage,Intel HD Graphics,Chrome OS,2.20kg,31200.0,1.5GHz,IPS Panel Full HD
Lenovo,IdeaPad Y700-15ISK,Notebook,15.6,1920x1080,Intel Core i5 6300HQ,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 960M,Windows 10,2.6kg,68600.0,2.3GHz,IPS Panel Full HD
LG,Gram 14Z970,Ultrabook,14.0,1920x1080,Intel Core i7 7500U,8GB,512GB SSD,Intel HD Graphics 620,Windows 10,0.98kg,165200.0,2.7GHz,IPS Panel Full HD / Touchscreen
Dell,Latitude 5480,Notebook,14.0,1920x1080,Intel Core i5 7440HQ,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.6kg,104800.0,2.8GHz,Full HD
HP,Elitebook Folio,Ultrabook,12.5,3840x2160,Intel Core M 6Y75,8GB,240GB SSD,Intel HD Graphics 515,Windows 10,1.09kg,269700.0,1.2GHz,4K Ultra HD / Touchscreen
Lenovo,IdeaPad 510-15IKB,Notebook,15.6,1920x1080,Intel Core i7 7500U,6GB,256GB SSD,Nvidia GeForce 940MX,Windows 10,2.2kg,68600.0,2.7GHz,Full HD
HP,ProBook 450,Notebook,15.6,1920x1080,Intel Core i7 7500U,8GB,256GB SSD,Nvidia GeForce 930MX,Windows 10,2.04kg,88600.0,2.7GHz,Full HD
Acer,Aspire E5-575,Notebook,15.6,1920x1080,Intel Core i3 7100U,4GB,1TB HDD,Intel HD Graphics 620,Windows 10,2.4kg,43400.0,2.4GHz,Full HD
Lenovo,ThinkPad 13,Notebook,13.3,1920x1080,Intel Core i5 7200U,4GB,128GB SSD,Intel HD Graphics 620,Windows 10,1.44kg,76600.0,2.5GHz,Full HD
HP,Probook 430,Notebook,13.3,1920x1080,Intel Core i5 7200U,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.49kg,83500.0,2.5GHz,Full HD
MSI,GE72VR 6RF,Gaming,17.3,1920x1080,Intel Core i7 7700HQ,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1050 Ti,Windows 10,2.7kg,139100.0,2.8GHz,Full HD
Dell,Inspiron 7567,Gaming,15.6,1920x1080,Intel Core i7 7700HQ,16GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050 Ti,Windows 10,2.6kg,117400.0,2.8GHz,Full HD
MSI,GL62M 7RD,Gaming,15.6,1920x1080,Intel Core i5 7300HQ,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows 10,2.2kg,97400.0,2.5GHz,Full HD
Dell,Vostro 3568,Notebook,15.6,1366x768,Intel Core i5 7200U,4GB,1TB HDD,AMD Radeon R5 M420,Windows 10,2.18kg,59500.0,2.5GHz,
HP,EliteBook 850,Ultrabook,15.6,1920x1080,Intel Core i7 6500U,8GB,256GB SSD,AMD Radeon R7 M365X,Windows 10,1.84kg,112800.0,2.5GHz,Full HD
HP,Envy 13-AB077cl,Ultrabook,13.3,3200x1800,Intel Core i7 7500U,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.39kg,991000.0,2.7GHz,Quad HD+ / Touchscreen
Toshiba,Tecra Z50-C-140,Notebook,15.6,1920x1080,Intel Core i7 6600U,16GB,256GB SSD,Nvidia GeForce 930M,Windows 10,2.4kg,171800.0,2.6GHz,IPS Panel Full HD
Lenovo,ThinkPad Yoga,2 in 1 Convertible,13.3,1920x1080,Intel Core i5 7200U,8GB,512GB SSD,Intel HD Graphics 620,Windows 10,1.37kg,158800.0,2.5GHz,IPS Panel Full HD / Touchscreen
Dell,Latitude 3580,Notebook,15.6,1366x768,Intel Core i5 6200U,4GB,500GB HDD,Intel HD Graphics 520,Windows 10,1.95kg,63400.0,2.3GHz,
Lenovo,Thinkpad X270,Ultrabook,12.5,1920x1080,Intel Core i7 7500U,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.36kg,143600.0,2.7GHz,IPS Panel Full HD
HP,Probook 650,Notebook,15.6,1920x1080,Intel Core i5 6200U,8GB,256GB SSD,Intel HD Graphics 520,Windows 10,2.31kg,101400.0,2.3GHz,Full HD
Dell,Vostro 3568,Notebook,15.6,1366x768,Intel Core i5 7200U,4GB,1TB HDD,Intel HD Graphics 620,Windows 10,2.18kg,61600.0,2.5GHz,
HP,ProBook 640,Notebook,14.0,1366x768,Intel Core i5 6200U,4GB,500GB HDD,Intel HD Graphics 520,Windows 10,1.95kg,991000.0,2.3GHz,
Lenovo,IdeaPad 320-15IAP,Notebook,15.6,1366x768,Intel Pentium Quad Core N4200,4GB,1TB HDD,Intel HD Graphics 505,Windows 10,2.2kg,26900.0,1.1GHz,
HP,EliteBook 820,Ultrabook,12.5,1920x1080,Intel Core i5 6200U,4GB,500GB HDD,Intel HD Graphics 520,Windows 10,1.26kg,137400.0,2.3GHz,Full HD
HP,250 G6,Notebook,15.6,1366x768,Intel Celeron Dual Core N3060,4GB,1TB HDD,Intel HD Graphics 400,No OS,1.86kg,25100.0,1.6GHz,
Lenovo,Yoga 900-13ISK,2 in 1 Convertible,13.3,3200x1800,Intel Core i7 6560U,16GB,1TB SSD,Intel Iris Graphics 540,Windows 10,1.3kg,156500.0,2.2GHz,IPS Panel Quad HD+ / Touchscreen
Toshiba,Tecra Z40-C-12X,Notebook,14.0,1920x1080,Intel Core i5 6200U,4GB,128GB SSD,Intel HD Graphics 520,Windows 10,1.47kg,96100.0,2.3GHz,IPS Panel Full HD
HP,EliteBook 820,Netbook,12.5,1920x1080,Intel Core i5 6200U,8GB,256GB SSD,Intel HD Graphics 520,Windows 10,1.26kg,145200.0,2.3GHz,Full HD
Dell,Vostro 3568,Notebook,15.6,1366x768,Intel Core i3 6006U,4GB,1TB HDD,Intel HD Graphics 520,Windows 10,2.18kg,48500.0,2.0GHz,
MSI,GP62M Leopard,Gaming,15.6,1920x1080,Intel Core i7 7700HQ,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows 10,2.2kg,104300.0,2.8GHz,Full HD
Dell,Latitude 7480,Ultrabook,14.0,1920x1080,Intel Core i5 7200U,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.36kg,142600.0,2.5GHz,Full HD
